reporting_year,section,subsection,question_index,upper_question_text,question_text,additional_question_info_1,additional_question_info_2,response_type,response
2023-24,Flexible work,Flexible Working,FW.FlexOpt.JbShr.MIO,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,NA,Manager - informal,Option,Job sharing
2023-24,Flexible work,Flexible Working,FW.FlexOpt.JbShr.N,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,NA,No,Option,Job sharing
2023-24,Flexible work,Flexible Working,FW.FlexOpt.JbShr.NMFO,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,NA,Non-manager,Option,Job sharing
2023-24,Flexible work,Flexible Working,FW.FlexOpt.JbShr.NMIO,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,NA,Non-manager - informal,Option,Job sharing
2023-24,Flexible work,Flexible Working,FW.FlexOpt.PL.MFO,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,NA,Manager,Option,Purchased leave
2023-24,Flexible work,Flexible Working,FW.FlexOpt.PL.MIO,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,NA,Manager - informal,Option,Purchased leave
2023-24,Flexible work,Flexible Working,FW.FlexOpt.PL.N,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,NA,No,Option,Purchased leave
2023-24,Flexible work,Flexible Working,FW.FlexOpt.PL.NMFO,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,NA,Non-manager,Option,Purchased leave
2023-24,Flexible work,Flexible Working,FW.FlexOpt.PL.NMIO,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,NA,Non-manager - informal,Option,Purchased leave
2023-24,Flexible work,Flexible Working,FW.FlexOpt.PTW.MFO,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,NA,Manager,Option,Part-time work
2023-24,Flexible work,Flexible Working,FW.FlexOpt.PTW.MIO,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,NA,Manager - informal,Option,Part-time work
2023-24,Flexible work,Flexible Working,FW.FlexOpt.PTW.N,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,NA,No,Option,Part-time work
2023-24,Flexible work,Flexible Working,FW.FlexOpt.PTW.NMIO,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,NA,Non-manager - informal,Option,Part-time work
2023-24,Flexible work,Flexible Working,FW.FlexOpt.PtW.NMFO,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,NA,Non-manager,Option,Part-time work
2023-24,Flexible work,Flexible Working,FW.FlexOpt.RWH.MFO,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,NA,Manager,Option,Remote working
2023-24,Flexible work,Flexible Working,FW.FlexOpt.RWH.MIO,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,NA,Manager - informal,Option,Remote working
2023-24,Flexible work,Flexible Working,FW.FlexOpt.RWH.N,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,NA,No,Option,Remote working
2023-24,Flexible work,Flexible Working,FW.FlexOpt.RWH.NMFO,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,NA,Non-manager,Option,Remote working
2023-24,Flexible work,Flexible Working,FW.FlexOpt.RWH.NMIO,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,NA,Non-manager - informal,Option,Remote working
2023-24,Flexible work,Flexible Working,FW.FlexOpt.TiL.MFO,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,NA,Manager,Option,Time-in-lieu
2023-24,Flexible work,Flexible Working,FW.FlexOpt.TiL.MIO,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,NA,Manager - informal,Option,Time-in-lieu
2023-24,Flexible work,Flexible Working,FW.FlexOpt.TiL.N,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,NA,No,Option,Time-in-lieu
2023-24,Flexible work,Flexible Working,FW.FlexOpt.TiL.NMFO,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,NA,Non-manager,Option,Time-in-lieu
2023-24,Flexible work,Flexible Working,FW.FlexOpt.TiL.NMIO,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,NA,Non-manager - informal,Option,Time-in-lieu
2023-24,Flexible work,Flexible Working,FW.FlexOpt.UPL.MFO,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,NA,Manager,Option,Unpaid leave
2023-24,Flexible work,Flexible Working,FW.FlexOpt.UPL.MIO,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,NA,Manager - informal,Option,Unpaid leave
2023-24,Flexible work,Flexible Working,FW.FlexOpt.UPL.N,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,NA,No,Option,Unpaid leave
2023-24,Flexible work,Flexible Working,FW.FlexOpt.UPL.NMFO,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,NA,Non-manager,Option,Unpaid leave
